#
#  Times of cadences affected by momentum dumps
#  Created Tue May 30 14:17:38 EDT 2023 by roland
#
#  Fields are UTC, TJD, spacecraft time, cadence number, FFI number
#
2018-10-07 04:55:39.935854 UTC, 1398.70612405, 1222923360.0, 123301, 8219
2018-10-07 04:57:39.935805 UTC, 1398.70751294, 1222923480.0, 123302, 8219
2018-10-07 04:59:39.935756 UTC, 1398.70890183, 1222923600.0, 123303, 8220
2018-10-07 05:01:39.935707 UTC, 1398.71029072, 1222923720.0, 123304, 8220
2018-10-07 05:03:39.935659 UTC, 1398.71167961, 1222923840.0, 123305, 8220
2018-10-07 05:05:39.935610 UTC, 1398.71306849, 1222923960.0, 123306, 8220
2018-10-07 05:07:39.935561 UTC, 1398.71445738, 1222924080.0, 123307, 8220
2018-10-07 05:09:39.935513 UTC, 1398.71584627, 1222924200.0, 123308, 8220
2018-10-09 04:55:39.865696 UTC, 1400.70612324, 1223096160.0, 124741, 8315
2018-10-09 04:57:39.865648 UTC, 1400.70751213, 1223096280.0, 124742, 8315
2018-10-09 04:59:39.865599 UTC, 1400.70890102, 1223096400.0, 124743, 8316
2018-10-09 05:01:39.865550 UTC, 1400.71028991, 1223096520.0, 124744, 8316
2018-10-09 05:03:39.865501 UTC, 1400.71167879, 1223096640.0, 124745, 8316
2018-10-09 05:05:39.865453 UTC, 1400.71306768, 1223096760.0, 124746, 8316
2018-10-09 05:07:39.865404 UTC, 1400.71445657, 1223096880.0, 124747, 8316
2018-10-09 05:09:39.865355 UTC, 1400.71584546, 1223097000.0, 124748, 8316
2018-10-11 04:55:39.795539 UTC, 1402.70612243, 1223268960.0, 126181, 8411
2018-10-11 04:57:39.795490 UTC, 1402.70751132, 1223269080.0, 126182, 8411
2018-10-11 04:59:39.795442 UTC, 1402.70890021, 1223269200.0, 126183, 8412
2018-10-11 05:01:39.795393 UTC, 1402.71028909, 1223269320.0, 126184, 8412
2018-10-11 05:03:39.795344 UTC, 1402.71167798, 1223269440.0, 126185, 8412
2018-10-11 05:05:39.795295 UTC, 1402.71306687, 1223269560.0, 126186, 8412
2018-10-11 05:07:39.795247 UTC, 1402.71445576, 1223269680.0, 126187, 8412
2018-10-11 05:09:39.795198 UTC, 1402.71584465, 1223269800.0, 126188, 8412
2018-10-13 04:55:39.725382 UTC, 1404.70612162, 1223441760.0, 127621, 8507
2018-10-13 04:57:39.725333 UTC, 1404.70751051, 1223441880.0, 127622, 8507
2018-10-13 04:59:39.725284 UTC, 1404.70889939, 1223442000.0, 127623, 8508
2018-10-13 05:01:39.725236 UTC, 1404.71028828, 1223442120.0, 127624, 8508
2018-10-13 05:03:39.725187 UTC, 1404.71167717, 1223442240.0, 127625, 8508
2018-10-13 05:05:39.725138 UTC, 1404.71306606, 1223442360.0, 127626, 8508
2018-10-13 05:07:39.725089 UTC, 1404.71445495, 1223442480.0, 127627, 8508
2018-10-13 05:09:39.725041 UTC, 1404.71584384, 1223442600.0, 127628, 8508
2018-10-19 09:19:39.508469 UTC, 1410.88945244, 1223976000.0, 132073, 8804
2018-10-19 09:21:39.508420 UTC, 1410.89084133, 1223976120.0, 132074, 8804
2018-10-19 09:23:39.508371 UTC, 1410.89223022, 1223976240.0, 132075, 8804
2018-10-19 09:25:39.508322 UTC, 1410.89361911, 1223976360.0, 132076, 8804
2018-10-19 09:27:39.508273 UTC, 1410.89500799, 1223976480.0, 132077, 8804
2018-10-19 09:29:39.508224 UTC, 1410.89639688, 1223976600.0, 132078, 8805
2018-10-19 09:31:39.508175 UTC, 1410.89778577, 1223976720.0, 132079, 8805
2018-10-19 09:33:39.508126 UTC, 1410.89917466, 1223976840.0, 132080, 8805
2018-10-19 09:35:39.508077 UTC, 1410.90056355, 1223976960.0, 132081, 8805
2018-10-19 09:37:39.508028 UTC, 1410.90195244, 1223977080.0, 132082, 8805
2018-10-19 09:39:39.507980 UTC, 1410.90334132, 1223977200.0, 132083, 8805
2018-10-19 09:41:39.507931 UTC, 1410.90473021, 1223977320.0, 132084, 8805
2018-10-19 09:43:39.507882 UTC, 1410.90611910, 1223977440.0, 132085, 8805
2018-10-21 10:25:39.436350 UTC, 1412.93528494, 1224152760.0, 133546, 8902
2018-10-21 10:27:39.436301 UTC, 1412.93667383, 1224152880.0, 133547, 8902
2018-10-21 10:29:39.436252 UTC, 1412.93806272, 1224153000.0, 133548, 8903
