,ID,ra,dec,gallong,gallat,Tmag,mass,rad,logg,Teff,plx,n_sec
1126,607996957,13.1899969824918,68.8664771339315,123.051746200843,5.9950371313899,7.86197996139526,2.09299993515015,2.3557300567627,4.01458978652954,8437.0,4.82705020904541,3
1133,641031431,53.309883507558,28.2758493203757,161.089751949824,-22.3605241019001,9.7207498550415,1.79900002479553,1.47204995155334,4.35725021362305,7676.0,4.13354015350342,4
1138,645859164,52.5469671423187,59.3661941579847,141.940183321926,2.48553070444293,7.53719997406006,1.73000001907349,1.42981994152069,4.36555004119873,7507.0,10.1968002319336,2
1145,641712252,57.2809129379157,32.2647200336675,161.192241607545,-17.1018935420964,9.36050033569336,1.86500000953674,2.15771007537842,4.0407600402832,7837.0,3.46241998672485,4
1205,991262115,183.510001726074,-55.6534187594083,297.635241183964,6.83325188191316,9.59340000152588,1.79999995231628,1.66654002666473,4.24971008300781,7673.0,3.50945997238159,1
1251,1021067563,215.331024504049,-61.6488035374338,313.390192159361,-0.615824747037218,9.8991003036499,1.75,1.67584002017975,4.2326397895813,7547.0,3.57887005805969,1
1325,144309212,354.866441306124,-46.6378408165272,334.199670925146,-65.8812559414519,6.30980014801025,1.82000005245209,2.27507996559143,3.98414993286133,7718.0,10.8740997314453,3
1342,105831686,264.579927963713,-32.923173346788,355.787377547642,-0.774477944837968,9.81330013275146,1.9099999666214,2.42718005180359,3.94889998435974,7952.0,2.54206991195679,2
1445,153285493,92.9801395259422,7.09192603621282,202.074139956688,-5.46478357167736,8.20981979370117,1.7389999628067,1.7601900100708,4.1872501373291,7527.0,6.13016986846924,1
1448,155139918,102.65557832422,16.2083865775837,198.339942604069,7.13676481044038,8.22595024108887,1.85019099712372,1.81251001358032,4.19000005722046,8402.0,3.12724995613098,4
1449,142504392,162.845772949967,75.994779150782,131.889685485589,38.9714688406466,6.96700000762939,1.79999995231628,1.65571999549866,4.25537014007568,7669.0,11.1346998214722,7
1488,1866801465,296.33427847288,30.8000600091018,66.1494437904483,3.17295082907217,9.40882968902588,1.87899994850159,1.82992005348206,4.18712997436523,7872.0,3.27361011505127,3
1521,868504766,143.842785136598,-49.003070776912,273.222517662038,2.22130865485536,9.6919002532959,1.88999998569489,2.39064002037048,3.95749998092651,7900.0,2.39864993095398,2
1543,291954501,30.0454006515345,44.450720193551,135.654538513623,-16.7161690631329,9.6438102722168,1.83399999141693,1.71149003505707,4.23472023010254,7762.0,3.16147994995117,1
1552,266956843,61.8053225133695,51.6297194946694,150.843014966685,-0.305778652786591,8.75615978240967,1.75899994373322,2.13837003707886,4.02316999435425,7576.0,4.57387018203735,1
1562,265279301,133.014156125879,4.46613256705346,223.386133675512,28.7653096789891,7.32211017608643,2.17700004577637,2.11049008369446,4.12716007232666,8690.0,6.49366998672485,2
1588,2014405,79.2751204621097,33.3300275054504,172.979354747363,-2.69212955178963,7.69799995422363,1.85277652740479,2.34121990203857,3.96701002120972,7898.16015625,5.15963983535767,16
1595,38602307,64.4178805423467,-63.254279483732,275.083926855972,-41.0115375894471,7.7153000831604,2.20000004768372,1.58824002742767,4.37866020202637,8749.0,7.18369007110596,37
1610,278705443,334.721940053256,-39.9257810241325,0.912438336631807,-56.0436882238427,8.06540012359619,1.78999996185303,1.69307005405426,4.23357009887695,7649.0,6.62454986572266,2
1612,441161288,333.239517094725,-26.3277920263987,24.9729287415785,-54.7528576522498,6.05530023574829,2.00999999046326,1.63417994976044,4.31466007232666,8204.0,15.7512998580933,2
1617,220496357,345.254109211515,-58.4375379143207,326.851588166274,-53.2585381708298,6.83309984207153,1.77999997138977,1.90391004085541,4.12919998168945,7624.0,10.3731002807617,2
1621,280794284,359.332941328214,-62.9565962899926,313.130692632674,-53.0871644483106,5.90199995040894,2.19000005722046,1.69590997695923,4.31969976425171,8741.0,15.2884998321533,2
1625,204316733,345.856071777634,-19.4766794969549,44.3279634162627,-64.10833631355,9.58530044555664,1.82000005245209,2.42888998985291,3.92732000350952,7728.0,2.26644992828369,2
1630,206244024,332.535676273632,-14.9732794180584,42.546145171277,-50.6511579094364,9.9084997177124,2.22000002861023,2.28413009643555,4.06697988510132,8841.0,1.80127000808716,1
1699,427868191,353.266680860418,70.3973337748231,116.399821717834,8.52594330747979,9.26233959197998,1.75899994373322,1.0521399974823,4.63918018341064,7576.0,8.1043701171875,5
1708,403405270,229.501900250596,-77.8706378404952,310.475275058597,-17.2029264602937,9.91499996185303,2.29999995231628,1.69510996341705,4.34140014648438,9110.0,2.42287993431091,2
1711,4115483,80.4162654852944,-2.05127821558726,204.185178484961,-20.8469145257442,8.79069995880127,1.86500000953674,2.02867007255554,4.09431982040405,7837.0,4.15888023376465,2
1749,31631345,289.056269132364,-30.4595864386976,7.4324567387194,-18.2981598713624,7.09034013748169,1.91700005531311,1.90812003612518,4.15948009490967,7967.0,8.80661964416504,3
1758,463795435,154.757744377225,-56.0205459978885,282.756084731981,0.762127933905572,7.92350006103516,1.75,2.19712996482849,3.99739003181458,7544.0,5.69209003448486,4
1766,448809435,182.510993251695,-34.703772972885,293.357104651088,27.3971983088674,7.91580009460449,1.82000005245209,2.09042000770569,4.05767011642456,7724.0,5.81019020080566,2
1781,64180431,111.118393665773,-4.60838927384675,220.827156780819,5.20931648640936,8.45777988433838,1.93499994277954,2.21731996536255,4.03309011459351,8012.0,4.0240797996521,2
1783,80852046,166.278605570168,-52.8789140150125,287.154405106075,6.70483433206371,8.49349975585938,1.75,1.67014002799988,4.23559999465942,7546.0,5.80159997940063,5
1825,189997503,132.152111699439,-39.0207211123875,260.208044739809,2.93579993057226,9.94499969482422,1.99000000953674,1.66983997821808,4.29157018661499,8158.0,2.86975002288818,2
1836,186818574,220.135100596723,-58.5531942307295,316.768322995034,1.3566476232146,8.83010005950928,1.89999997615814,1.85387003421783,4.18065977096558,7920.0,4.35115003585815,3
1837,186818575,220.135602982387,-58.5541414056054,316.768175821773,1.3556759309247,8.96280002593994,1.75,1.78521001338959,4.17772006988525,7552.0,4.50437021255493,3
1853,469976677,330.495547317205,-69.0046107421433,321.707631290894,-41.4007709979326,8.99979972839355,2.23000001907349,2.10715007781982,4.1389799118042,8859.0,2.96352005004883,2
1858,234283544,335.232507521019,-60.4305230626164,329.753941453749,-48.1106013271308,7.76959991455078,2.02999997138977,2.26215004920959,4.03652000427246,8248.0,5.23252010345459,3
1860,47336438,340.503815530062,-29.5432245706615,20.3723592047969,-61.5099132009952,9.17947006225586,1.80999994277954,1.78670001029968,4.19164991378784,7703.0,3.75458002090454,3
1865,434103743,353.308029082542,-12.6091560225482,67.5023820914213,-66.6334421955025,6.96683979034424,2.01900005340576,1.88166999816895,4.19411993026733,8231.0,9.07501029968262,3
1871,250981415,338.590358299079,-6.57644908965602,58.8981012438164,-51.5242491018311,9.73900032043457,1.9099999666214,1.74782001972198,4.23410987854004,7952.0,2.91206002235413,1
1873,161262143,341.01130617668,-47.9881174519445,344.229548720172,-57.6481397684932,9.51630020141602,2.00999999046326,2.31444001197815,4.01237010955811,8213.0,2.27869009971619,2
1893,229059574,332.177682897893,-33.1256939553688,13.1109016680238,-54.5289093793472,6.14610004425049,1.75999999046326,2.15144991874695,4.01811981201172,7574.0,12.7138996124268,2
1900,206588168,334.229356746767,-20.0255014013817,35.8509715757974,-54.033792501727,7.22565984725952,2.0460000038147,2.19689989089966,4.06535005569458,8305.0,6.95007991790771,2
1904,403153647,336.838302680158,-58.0006263015753,332.056487630479,-50.1871340286713,6.77740001678467,1.99000000953674,2.4656400680542,3.95305991172791,8166.0,7.64599990844727,2
1905,2052563048,340.763675691146,-8.3110233620616,58.6815080370594,-54.2874636230998,7.73130989074707,1.78799998760223,2.13168001174927,4.03298997879028,7648.0,6.1916298866272,1
1909,169745327,350.805418988614,-16.5366941387143,55.8012831761266,-67.004501235518,9.29220008850098,2.01999998092651,1.80824995040894,4.22889995574951,8231.0,3.24020004272461,2
1912,270267677,356.913418544197,-4.46166364493405,86.2625810997938,-62.7004317270812,7.3439998626709,1.77300000190735,1.7734899520874,4.18911981582642,7612.0,8.88134002685547,1
1913,267061074,358.740894010247,-69.7360836311751,309.996144222223,-46.6099063706612,8.55679988861084,1.75999999046326,2.08277988433838,4.04628992080688,7576.0,4.39796018600464,3
1918,231263500,334.043443099742,-48.0098507235155,347.628867628222,-53.40133759117,9.72859954833984,1.80999994277954,1.5806599855423,4.29806995391846,7711.0,3.26985001564026,2
1938,399572664,341.197178551104,-23.4758811471578,33.1045219696244,-61.218819377838,9.78040027618408,1.97000002861023,2.11631989479065,4.08136987686157,8112.0,2.27487993240356,1
1949,270267656,356.927530139774,-4.56008190293869,86.1738589587392,-62.7911693733593,9.79240036010742,1.96000003814697,1.78847002983093,4.22535991668701,8067.0,2.65937995910645,1
1962,243327003,204.434366858894,-46.1869637348599,311.238100880705,15.9367341699244,8.17990016937256,1.8400000333786,2.36423993110657,3.95549988746643,7776.0,4.54816007614136,2
1963,254433891,235.415586086925,-45.5239368268312,331.49592573268,7.6974332403112,9.74300003051758,1.80999994277954,2.19968008995056,4.01103019714355,7706.0,2.54889988899231,2
1986,38134520,332.41136776048,-6.39326749665833,53.7965837183015,-46.372288569177,8.3989200592041,2.03800010681152,1.67230999469757,4.30064010620117,8282.0,5.3034200668335,1
1987,439844921,334.954294661825,-4.06624391616854,58.6959709525021,-47.1209694346985,7.56683015823364,1.90299999713898,2.49626994132996,3.9229199886322,7931.0,5.54687976837158,1
1990,176104085,337.726488282815,-0.462722413200327,65.3685313545862,-47.012920396056,8.71669960021973,1.75600004196167,1.80309998989105,4.17054986953735,7569.0,4.77937984466553,1
1992,394580364,338.506765031847,-60.14357684428,328.603044437265,-49.5741576202366,7.9835000038147,1.86000001430511,1.69632995128632,4.24855995178223,7816.0,6.70414018630981,3
1996,5717594,347.519026720407,-16.1886270089256,52.6901271912379,-64.1041039009199,8.49308013916016,1.88399994373322,1.83633005619049,4.18524980545044,7885.0,4.89625978469849,3
2002,27985321,359.033093181867,-18.0068186582887,65.6415640552306,-74.3292313238529,8.9758996963501,1.88999998569489,2.2574200630188,4.00729990005493,7893.0,3.16859006881714,2
2003,224284988,356.505234453515,-40.1825650550234,344.806612628825,-71.1992904495776,6.14400005340576,1.86000001430511,1.76927995681763,4.21198987960815,7814.39990234375,14.900899887085,2
2004,224285142,356.461221677239,-41.0777571099022,342.773491395934,-70.5992818792098,8.67049980163574,1.78999996185303,2.26191997528076,3.9819700717926,7663.0,3.74055004119873,2
2023,441199076,335.519879892054,-29.5999716656117,19.6613160450121,-57.1902621000711,9.80010032653809,2.11999988555908,2.32071995735168,4.03316020965576,8511.0,1.92572999000549,1
2038,920609814,174.141937277747,-60.8940793333901,293.950981103568,0.66545380606242,9.04150009155273,2.28999996185303,2.35913991928101,4.0524001121521,9043.0,2.57620000839233,2
2066,931375262,177.364121827796,-55.5065034885301,294.176448793526,6.30806752354,9.64480018615723,1.77999997138977,1.81972002983093,4.16847991943359,7625.0,3.25230002403259,1
2091,394019417,334.438345691362,-65.018601171508,324.741407587607,-45.0561755061449,7.81300020217896,1.8400000333786,2.3693699836731,3.95361995697021,7782.0,5.2332501411438,3
2092,439817272,334.140227726868,-1.59639082791565,60.815936978643,-44.9767952405678,5.97989988327026,1.79999995231628,2.18176007270813,4.01571989059448,7684.68017578125,13.3684997558594,1
2094,209301512,336.546511870297,-24.4406703269048,29.3520154812398,-57.3038967691507,8.88903999328613,1.85699999332428,2.19092011451721,4.02562999725342,7819.0,3.44885993003845,1
2099,139148786,344.529432973622,-46.012265825481,345.280584274219,-60.7088608420958,8.5088996887207,1.9099999666214,2.2791600227356,4.00355005264282,7951.0,3.84316992759705,2
2121,399570861,339.194922581898,-21.0895900234713,36.6767090886336,-58.7812628047952,7.34749984741211,2.11999988555908,1.35660994052887,4.49948978424072,8521.0,10.0907001495361,2
2122,434111018,354.946106050301,-14.2221492871611,67.0401981650566,-68.8939464193042,4.74840021133423,1.73000001907349,2.24132990837097,3.97510004043579,7503.77978515625,23.5522994995117,3
2126,277715787,329.819050474744,-62.4768882147654,329.335464674154,-44.8265435388789,7.94890022277832,1.85000002384186,2.44217991828918,3.92968010902405,7794.0,4.78582000732422,3
2128,277748318,329.91729645127,-64.606737360417,326.780540666032,-43.7342799600949,8.55029964447021,1.74000000953674,1.9507999420166,4.09818983078003,7519.0,4.76902008056641,3
2132,69812086,337.276794307963,-20.4088768002301,36.8350639277769,-56.8645994514559,7.98576021194458,1.84700000286102,2.37419009208679,3.95350003242493,7793.0,4.88296985626221,3
2136,146163695,341.749886134833,-16.4105077905264,46.8763103598142,-59.2909972107138,8.0290002822876,2.01999998092651,2.33658003807068,4.00625991821289,8241.0,4.49817991256714,3
2159,197736115,330.698047262916,-37.9667306867303,4.958078779744,-53.1890559040712,9.82030010223389,1.91999995708466,2.1566801071167,4.05380010604858,7981.0,2.19634008407593,2
2164,279316433,331.850592978075,-47.8588244324057,348.671170694921,-52.0660833788703,9.9242000579834,2.13000011444092,1.44315004348755,4.44783020019531,8549.0,2.90774011611938,2
2168,404743837,331.850051331119,-0.819503105276245,59.7245339858064,-42.6906305045774,9.56709003448486,1.75999999046326,1.57787001132965,4.28743982315063,7580.0,3.74117994308472,1
2185,321592604,321.099711984235,69.9932034730725,106.86214061676,13.8863679146726,7.71604013442993,2.27900004386902,2.4847400188446,4.00524997711182,9021.0,4.46084976196289,6
2223,250099808,353.231018493371,-3.01670509177053,81.6479184887389,-59.4411004633347,7.01269006729126,2.16700005531311,2.13874006271362,4.113609790802,8660.0,7.46008014678955,1
2224,277688819,329.23626336523,-61.8461823966903,330.297177678019,-44.9119569517946,7.05620002746582,1.97000002861023,1.93299996852875,4.16006994247437,8113.0,8.68118953704834,3
2227,206480199,331.450627635381,-18.668202729796,36.5047000478662,-51.1083978147746,7.42554998397827,1.80900001525879,2.36538004875183,3.94770002365112,7699.0,6.33314990997314,3
2229,318516952,332.036442540113,-66.4972997772825,323.948828955536,-43.3722627827825,8.04880046844482,2.24000000953674,1.64468002319336,4.35615015029907,8882.0,5.86688995361328,3
2230,316992468,335.913566992859,-72.8041123894881,316.391548294329,-40.2319879683076,8.40629959106445,2.29999995231628,1.75404000282288,4.31170988082886,9092.0,4.54181003570557,3
2232,273698280,339.749591937628,-82.8138700355547,307.609040842957,-33.0694979846224,7.87290000915527,1.85000002384186,2.07874989509583,4.06964015960693,7795.0,6.31959009170532,3
2234,205785264,339.080736269822,-0.186438445486154,67.0094407691854,-47.8362764173282,7.68484020233154,2.2039999961853,1.70580005645752,4.31742000579834,8777.0,6.96175003051758,1
2237,260855442,350.026126928054,-67.3228623094442,315.71959997506,-47.4738279175772,8.19200038909912,1.87999999523163,1.70982003211975,4.24632978439331,7866.0,6.02439022064209,3
2239,33984043,357.456649300096,-25.3313886871246,36.8763224701374,-76.0759511734745,6.35139989852905,2.08999991416931,1.98703002929688,4.16180992126465,8430.01953125,11.0570001602173,2
2242,206600604,334.64034372598,-20.2646012763756,35.6759483181551,-54.4760486753888,8.64772987365723,1.8639999628067,2.30398011207581,3.98356008529663,7834.0,3.64625000953674,2
2263,270304671,331.309307116446,-26.8488936300802,23.5767072114999,-53.1478632381395,9.38430023193359,1.8400000333786,2.3615300655365,3.95650005340576,7786.0,2.55498003959656,2
2269,89003657,337.917777862689,-43.6753652811257,353.203915555681,-57.4103909878935,9.49660015106201,1.91999995708466,2.42508006095886,3.95192003250122,7962.0,2.27404999732971,2
2318,381501751,182.650999916395,-60.9752040311035,297.997259654999,1.50470545782665,9.72239971160889,2.22000002861023,2.38109993934631,4.03086996078491,8840.0,2.14774990081787,3
2336,301081840,348.892739783415,-3.49637897267576,74.6614331610967,-57.0925469022755,5.53520011901855,2.20000004768372,2.35314989089966,4.03718996047974,8776.9501953125,13.0953998565674,1
2338,144193330,327.664900134056,-44.8052269258347,354.518078026251,-50.0242639924602,8.85410022735596,2.09999990463257,2.04830002784729,4.13749980926514,8450.0,3.39387011528015,2
2339,147424478,327.53196222994,-43.4309329190765,356.654570194631,-50.1631574417071,7.84210014343262,1.77999997138977,2.14270997047424,4.02655982971191,7636.0,5.82315015792847,2
2342,229057050,332.048518545464,-30.2465968131127,18.0373236328069,-54.2519366937986,9.34560012817383,2.01999998092651,1.36576998233795,4.47266006469727,8226.0,4.22228002548218,2
2343,229042207,330.249401414325,-35.4575818944084,9.1574584409085,-52.9445647914586,8.0930004119873,2.0,1.55267000198364,4.35693979263306,8184.0,6.5928201675415,2
2345,404745813,331.973323094666,-5.49708986264525,54.5259239315959,-45.5145208979612,8.20536041259766,2.04900002479553,1.74325001239777,4.26689004898071,8312.0,5.6349401473999,1
2347,139469490,337.678828589973,-44.0936671543903,352.576554767796,-57.1111869112882,6.89050006866455,2.25999999046326,2.14253997802734,4.13032007217407,8971.0,7.52063989639282,2
